항목그룹명	CC코드	CC명	항목구분명	항목코드	항목명	01월	02월	03월	04월	05월	06월	07월	08월	09월	10월	11월	12월	합계
제조경비	SM_SVO	송도공장 밸리데이션팀	복리후생비(제조)	5103111	복리후생비-식당운영비(제조)	"45,001"	0	"20,546"	"11,182"	"10,819"	0	0	0	0	0	0	0	"87,548"
제조경비	SM_SVO	송도공장 밸리데이션팀	복리후생비(제조)	5103131	복리후생비-부서활동비(제조)	0	"490,463"	"315,820"	"298,819"	0	0	0	0	0	0	0	0	"1,105,102"
제조경비	SM_SVO	송도공장 밸리데이션팀	복리후생비(제조)	5103190	복리후생비-지원보조비(제조)	"54,020"	"54,020"	"54,020"	"56,640"	"58,380"	0	0	0	0	0	0	0	"277,080"
제조경비	SM_SVO	송도공장 밸리데이션팀	복리후생비(제조)	5103210	복리후생비-사내경조비(제조)	0	"50,000"	"150,000"	0	0	0	0	0	0	0	0	0	"200,000"
제조경비	SM_SVO	송도공장 밸리데이션팀	복리후생비(제조)	5103270	복리후생비-법정후생비(제조)	"5,090,380"	"4,961,360"	"4,961,360"	"5,683,920"	"4,686,440"	0	0	0	0	0	0	0	"25,383,460"
제조경비	SM_SVO	송도공장 밸리데이션팀	여비교통비(제조)	5104120	여비교통비-시외출장비(제조)	"73,100"	0	"179,679"	"608,372"	"90,138"	0	0	0	0	0	0	0	"951,289"
제조경비	SM_SVO	송도공장 밸리데이션팀	여비교통비(제조)	5104130	여비교통비-시내출장비(제조)	"25,260"	0	0	0	0	0	0	0	0	0	0	0	"25,260"
제조경비	SM_SVO	송도공장 밸리데이션팀	감가상각비(제조)	5109140	감가상각비-공구기구비품(제조)	"4,059,180"	"4,059,180"	"4,059,180"	"4,059,180"	"4,059,180"	0	0	0	0	0	0	0	"20,295,900"
제조경비	SM_SVO	송도공장 밸리데이션팀	수선비(제조)	5110140	수선비-공구기구비품(제조)	"20,551,800"	0	"720,000"	0	"500,000"	0	0	0	0	0	0	0	"21,771,800"
제조경비	SM_SVO	송도공장 밸리데이션팀	경상연구개발비(제조)	5113130	경상연구개발비-실험재료비_출고(제조)	0	0	0	0	0	0	0	0	0	0	0	0	0
제조경비	SM_SVO	송도공장 밸리데이션팀	경상연구개발비(제조)	5113160	경상연구개발비-실험재료관리비(제조)	"795,000"	0	"2,754,000"	0	"8,608,000"	0	0	0	0	0	0	0	"12,157,000"
제조경비	SM_SVO	송도공장 밸리데이션팀	교육훈련비(제조)	5118130	교육훈련비-사외교육훈련비(제조)	0	0	0	0	0	0	0	0	0	0	0	0	0
제조경비	SM_SVO	송도공장 밸리데이션팀	도서문구비(제조)	5119110	도서문구비-도서비(제조)	0	0	0	0	0	0	0	0	0	0	0	0	0
제조경비	SM_SVO	송도공장 밸리데이션팀	도서문구비(제조)	5119150	도서문구비-사무용품비(제조)	0	"134,400"	0	0	0	0	0	0	0	0	0	0	"134,400"
제조경비	SM_SVO	송도공장 밸리데이션팀	소모품비(제조)	5120140	소모품비-소모성소모품관리비(제조)	0	0	"1,152,000"	0	0	0	0	0	0	0	0	0	"1,152,000"
제조경비	SM_SVO	송도공장 밸리데이션팀	지급수수료(제조)	5121150	제수수료(제조)	"720,000"	0	0	0	0	0	0	0	0	0	0	0	"720,000"
제조경비	SM_SVO	송도공장 밸리데이션팀	업무추진비(제조)	5130120	업무추진비-업무추진비(제조)	0	0	"112,728"	"122,728"	0	0	0	0	0	0	0	0	"235,456"
